dealid,Actuals,Weight,Leads UW,dealvalue,Stage,Region,industry,billingtype,solcategory,projectType,businessimpact
4509,0,0.1,9688,10000.0,7,7,20,0,0,3,2
4433,44200,0.9,45007,397800.0,1,2,17,0,3,1,0
4505,0,0.3,9688,10000.0,4,6,9,0,0,3,2
4644,0,0.3,6698,88000.0,4,3,17,2,2,4,0
4375,0,0.9,13714,16000.0,2,6,19,0,0,4,0
4388,0,0.1,10238,35270.0,7,3,17,2,2,4,0
4390,26435,1.0,26435,105740.0,0,7,18,0,0,4,0
4399,4500,1.0,3667,44000.0,0,3,17,2,2,4,0
4401,0,0.9,1846,48000.0,2,5,18,0,0,0,0
4419,15946,1.0,19777,178000.0,0,6,16,2,2,0,0
4422,0,0.9,6604,25600.0,1,6,12,0,3,4,2
4424,7500,1.0,16333,50000.0,0,2,11,0,2,3,0
4427,25080,0.0,0,68400.0,0,6,4,0,2,4,0
4432,83403,1.0,83403,178720.0,0,6,4,0,2,3,0
4438,42216,1.0,59040,147600.0,0,6,4,2,2,3,0
4443,0,0.9,41506,107800.0,1,6,21,2,2,0,0
4449,66340,1.0,62000,124000.0,0,6,19,0,2,3,0
4463,15048,1.0,20856,185000.0,0,6,11,2,2,0,2
4468,29202,0.9,47813,131000.0,1,6,11,2,2,3,0
4482,0,0.2,461310,1646093.0,2,7,12,2,0,4,2
4497,10000,1.0,10000,30000.0,0,6,4,0,0,0,0
4501,59928,0.75,71250,133000.0,2,6,11,2,2,1,2
4508,0,0.9,38560,269920.0,1,6,9,0,2,4,0
4646,30000,1.0,20000,40000.0,0,6,19,2,0,3,2
4810,52202,1.0,39856,300000.0,0,4,19,2,2,4,2
4651,0,0.9,8750,35000.0,1,7,20,0,2,3,0
4880,0,0.1,33333,60000.0,7,5,14,0,3,3,0
4882,27000,0.0,0,54000.0,0,6,17,0,2,1,0
4890,0,0.9,18908,29712.0,1,5,15,0,2,4,0
4902,0,1.0,14933,180000.0,2,6,15,2,0,4,2
4907,0,0.9,19400,77600.0,1,6,4,0,2,4,0
4908,5707,0.1,6382,28536.0,1,5,20,0,2,4,0
4909,38400,1.0,38400,38400.0,0,6,4,0,2,4,0
4910,0,0.1,28000,70000.0,7,6,20,0,3,4,0
4911,13800,0.0,0,27600.0,0,2,17,0,2,4,0
4918,0,0.0,12537,120000.0,1,7,20,2,2,3,2
4923,0,0.3,5600,10000.0,4,3,1,0,0,3,2
4936,0,0.3,18230,204000.0,4,6,9,0,0,4,0
4941,0,0.9,4018,16072.0,2,6,4,2,2,4,0
4972,15576,1.0,17839,33300.0,0,6,11,2,2,0,2
4980,0,0.1,89,2800.0,7,5,18,0,0,4,0
4981,0,0.1,17185,237120.0,7,5,20,0,2,4,0
5032,9878,0.0,0,219520.0,9,6,18,0,0,4,1
5089,3600,0.0,0,24000.0,9,6,16,0,2,4,2
4364,57600,1.0,8585,144000.0,0,6,15,2,0,4,2
4826,24250,0.9,48500,48500.0,3,7,1,0,0,3,0
4648,44608,0.9,49565,223040.0,1,5,14,0,2,4,0
4825,0,0.3,10966,81840.0,4,3,20,2,2,4,0
4811,10733,0.0,0,53664.0,0,5,20,0,2,4,0
4652,33600,0.0,0,33600.0,0,6,17,0,0,0,0
4668,5081,0.9,12703,25406.0,1,7,20,0,2,4,0
4680,9000,1.0,6975,18000.0,0,3,4,0,2,3,2
4693,29510,0.0,0,106352.0,0,5,0,0,2,4,0
4724,276051,0.9,196812,482236.0,11,5,9,0,2,4,0
4733,35292,0.0,0,192500.0,0,6,4,0,2,3,0
4734,0,0.8,31763,95000.0,1,7,21,0,0,3,2
4743,0,0.9,22000,55000.0,1,2,17,0,2,4,0
4747,0,0.9,1867,22400.0,1,5,14,0,0,0,0
4749,0,0.9,6500,112000.0,1,6,1,0,0,4,0
4756,0,0.4,98104,138240.0,4,5,11,2,0,4,0
4765,0,0.9,42200,168800.0,11,6,15,0,0,4,0
4766,0,0.9,18709,58800.0,1,5,16,0,2,4,2
4767,0,0.3,13827,160000.0,4,5,1,0,0,4,2
4785,0,1.0,11760,23520.0,0,2,5,2,2,1,0
4787,0,0.1,10938,25000.0,8,6,17,0,0,0,0
4788,16160,0.9,34806,96960.0,1,5,14,0,2,4,0
4794,28800,1.0,17947,154000.0,0,6,11,2,2,0,2
4799,325000,1.0,325000,2200000.0,0,6,18,0,0,3,1
4813,0,0.9,19400,77600.0,1,6,4,0,2,4,2
4362,19950,1.0,19950,39900.0,0,7,18,0,0,0,0
3161,0,0.1,34000,140000.0,8,0,11,0,0,4,0
4352,40000,1.0,40000,40000.0,0,7,16,0,0,4,0
3121,0,1.0,1826,46666.67,0,3,14,0,0,3,0
3123,2333,1.0,901,11200.0,0,3,1,2,1,1,0
3125,20000,1.0,40000,110000.0,0,7,11,0,0,4,0
3134,0,0.9,38000,95000.0,1,5,19,0,2,4,0
3160,0,0.7,18452,99250.0,2,6,15,0,0,0,2
3170,15120,1.0,15876,378756.0,0,6,11,2,2,0,2
3208,32700,1.0,32700,109000.0,0,6,4,0,0,4,0
3211,3250,0.9,31339,65000.0,1,0,1,0,0,3,2
3265,9880,1.0,15333,25334.0,0,3,14,0,0,4,0
3267,0,0.1,50000,500000.0,7,5,1,0,0,4,0
3273,26720,1.0,26720,133600.0,0,6,17,0,0,3,0
3295,54976,0.0,0,687200.0,0,5,1,0,0,4,0
3301,2500,1.0,8206,25000.0,0,5,18,0,2,0,0
3304,1455,0.0,0,112480.0,0,2,5,2,2,1,0
3322,33200,1.0,33200,132800.0,0,5,18,0,0,4,0
3339,0,0.1,34783,100000.0,7,5,9,0,0,4,0
3372,3003,1.0,11279,30034.0,0,3,1,0,0,3,0
3377,6955,0.0,0,99360.0,1,6,18,0,0,3,0
3378,13019,1.0,13466,163391.0,0,6,11,2,2,4,0
3081,14527,1.0,8844,39800.0,0,3,1,0,2,4,2
3379,14400,1.0,14895,180720.0,0,6,11,2,2,4,0
3059,39512,1.0,50614,607360.0,0,7,21,0,0,4,2
2907,2580,1.0,2580,316200.0,0,5,18,0,0,4,0
2086,59410,1.0,83907,393200.0,0,6,15,0,0,4,0
2090,23475,1.0,40000,250000.0,0,7,1,0,0,3,0
2170,0,0.9,35714,124600.0,1,5,14,0,0,4,0
2240,33456,1.0,39312,430560.0,0,5,11,2,3,0,2
2294,0,0.9,15240,249550.0,2,3,20,0,0,4,2
2295,80343,1.0,100000,797000.0,0,5,1,0,3,4,0
2303,24000,1.0,25920,978432.0,0,6,17,0,0,1,2
2307,18750,0.0,0,75000.0,0,5,11,0,0,4,0
2587,123480,1.0,123480,1528800.0,0,7,21,0,0,4,2
2593,16500,1.0,48750,150000.0,0,6,17,0,0,3,0
2639,0,0.9,48750,195000.0,4,5,16,0,0,4,2
2645,0,0.0,577619,300000.0,6,5,14,0,2,4,0
2663,0,0.1,24603,50000.0,8,7,15,0,0,4,0
2673,69300,1.0,100000,900000.0,0,6,4,0,0,4,2
2681,1470,1.0,1690,99000.0,0,5,14,0,2,4,0
2687,0,0.9,57000,342000.0,1,5,14,0,2,4,0
2751,0,1.0,17634,128000.0,0,6,9,0,0,4,0
2762,32055,1.0,49230,272550.0,0,2,9,0,2,4,2
2797,0,0.2,2143,20000.0,4,3,11,0,0,4,0
2988,20832,1.0,20300,125322.0,0,7,20,2,2,4,0
2046,0,0.1,27679,50000.0,8,7,20,0,0,4,0
3380,4944,1.0,5114,62047.0,0,6,11,2,2,4,0
3382,3955,1.0,4091,49638.0,0,6,11,2,2,4,0
3626,0,0.1,14400,21600.0,1,6,11,0,2,4,0
3627,45360,1.0,45360,250000.0,0,7,1,2,0,4,0
3633,1417,0.0,0,85000.0,0,7,16,0,2,4,0
3639,10000,1.0,2000,24000.0,0,3,15,0,1,1,2
3642,175000,1.0,175000,1750000.0,0,6,11,2,2,4,2
3654,150000,1.0,100000,1250000.0,0,3,5,0,2,4,2
3660,95489,1.0,103884,1318429.0,0,6,11,2,2,0,0
3661,104280,1.0,110220,1442760.0,0,6,11,2,2,0,2
3662,74712,1.0,74844,1069596.0,0,6,11,2,2,0,2
3663,93377,1.0,93324,1228075.0,0,6,11,2,2,0,2
3740,90488,1.0,45000,407200.0,0,6,11,2,2,0,0
3664,18216,1.0,22176,345312.0,0,6,11,2,2,0,0
3670,17720,1.0,13100,20800.0,0,5,16,0,0,4,0
3677,321667,1.0,321666,1930000.0,0,6,11,0,0,1,0
3685,0,0.75,5962,32000.0,2,2,1,0,0,1,0
3703,27201,0.0,0,261300.0,0,6,11,2,0,4,0
3707,5280,1.0,5280,102960.0,0,6,11,2,2,0,2
3708,69261,1.0,71734,494720.0,0,5,20,0,2,4,2
4354,0,1.0,13750,50000.0,0,1,11,0,0,3,0
3621,18000,1.0,24000,60000.0,0,5,4,0,0,4,0
3381,14173,1.0,14314,177869.0,0,6,11,2,2,4,0
3619,117120,1.0,115992,515400.0,0,7,20,0,0,4,2
3594,66666,1.0,66666,800000.0,0,6,9,0,0,1,0
3467,0,0.1,14762,40000.0,7,4,19,0,0,3,2
3475,0,0.7,38175,101800.0,2,6,9,0,0,4,0
3479,79240,1.0,79000,495250.0,0,6,22,2,0,1,0
3482,19500,1.0,13000,156000.0,0,6,15,2,0,0,0
3484,34640,1.0,44440,490380.0,0,6,22,2,3,1,2
3486,30000,0.9,30744,120000.0,11,6,19,0,0,3,0
3529,24840,1.0,90000,1140000.0,0,6,19,2,0,4,0
3530,80460,1.0,45000,700000.0,0,6,19,2,0,4,0
3531,15000,1.0,15000,95000.0,0,2,9,0,2,1,0
3532,5000,1.0,5000,30000.0,0,2,9,0,2,1,0
3533,264,1.0,13200,79200.0,0,2,9,0,2,1,0
3548,3840,1.0,4000,24000.0,0,6,11,2,2,4,0
3550,4500,1.0,4500,54000.0,0,5,18,0,0,1,0
3553,20000,1.0,20000,240000.0,0,5,14,0,3,0,0
3558,13200,1.0,13200,88000.0,0,6,16,0,2,4,2
3577,167813,1.0,223750,895000.0,0,2,17,0,2,4,0
3583,40552,1.0,48000,568320.0,0,7,11,2,2,4,0
3586,58240,1.0,44800,571200.0,0,6,17,2,2,1,0
3587,44800,1.0,44800,571200.0,0,6,17,2,2,1,0
3604,0,0.1,836,10000.0,7,3,14,0,0,1,0
2009,39500,1.0,43889,395000.0,0,6,11,2,0,4,0
3485,108720,0.9,114973,1404000.0,2,6,19,2,0,3,0
1960,151361,1.0,140280,3575295.0,0,6,9,2,2,3,0
4244,27200,1.0,32000,307200.0,0,6,22,2,2,1,0
4234,0,0.9,21633,64900.0,11,5,11,0,0,4,0
4229,0,0.5,80000,315000.0,1,1,5,0,2,4,0
4223,30000,0.9,33333,50000.0,11,2,5,0,0,3,0
4221,0,0.1,13053,40000.0,7,6,11,2,0,3,0
4214,0,0.9,9000,15000.0,1,6,19,0,0,3,2
4213,0,0.9,29101,100000.0,5,2,17,0,2,4,0
4212,0,0.9,29011,525000.0,1,5,11,2,2,4,2
4206,10560,1.0,55534,213840.0,0,6,11,2,3,4,2
4202,6000,1.0,47250,90000.0,0,6,9,0,2,4,0
4192,15000,0.0,0,40000.0,0,5,1,0,0,4,0
4183,0,1.0,1,10000.0,1,3,11,0,2,3,0
4175,28320,0.9,34656,942248.0,3,7,21,0,0,4,2
4171,38270,1.0,28560,57120.0,0,5,20,0,2,4,0
4170,0,0.9,38333,115000.0,1,1,9,0,0,3,2
4165,30624,1.0,36608,1000000.0,0,7,16,2,0,1,0
4156,0,0.1,13571,20147.0,8,3,1,0,0,4,2
4143,21070,1.0,21070,84280.0,0,6,11,2,0,4,0
4131,5881,1.0,14701,58805.0,0,7,12,0,0,3,0
4256,0,0.1,30134,250000.0,5,6,11,2,2,0,0
4120,99444,1.0,99444,895000.0,0,2,17,0,2,4,0
4261,13750,1.0,13750,110000.0,0,6,19,0,2,4,2
4267,16440,1.0,21920,54800.0,0,7,21,0,0,4,0
1998,0,0.3,1429,150000.0,4,7,15,0,0,3,0
4341,59562,0.5,59562,119124.0,2,6,22,0,0,3,0
4336,0,0.3,28634,500000.0,4,6,11,0,3,4,2
4334,16000,1.0,18000,25000.0,0,3,17,0,2,3,0
4333,0,0.3,21199,300000.0,4,7,20,2,0,3,2
4324,53125,0.0,0,425000.0,0,2,17,0,2,4,0
4319,7403,1.0,7282,85500.0,0,3,19,2,3,3,0
4317,47750,1.0,47750,393000.0,0,6,1,0,0,4,2
4305,58310,0.0,0,582992.0,11,6,18,0,0,4,0
4304,11000,0.0,0,44000.0,0,2,9,0,2,4,0
4303,24720,0.0,0,49440.0,0,5,20,0,2,4,0
4300,12800,0.9,16235,224400.0,1,6,17,2,2,1,2
4299,7000,1.0,7000,21000.0,0,6,4,0,3,0,0
4297,0,0.3,26415,50000.0,4,5,14,0,0,3,0
4295,57695,1.0,80769,1106000.0,0,1,11,2,2,1,0
4289,0,0.1,23227,38200.0,7,5,11,0,0,3,0
4287,0,0.1,53913,80000.0,7,6,5,0,0,3,2
4276,0,0.75,37500,105000.0,1,2,11,0,0,3,2
4272,2188,1.0,2188,35500.0,0,2,17,0,2,0,0
4262,0,0.7,1455,40000.0,1,6,11,0,0,3,2
4115,8146,1.0,8147,86480.0,0,7,21,0,0,4,0
4264,0,0.3,22857,80000.0,4,6,9,0,0,3,2
4111,0,0.1,5625,100000.0,7,3,15,0,2,3,0
3882,16666,1.0,16666,200000.0,0,6,17,0,2,1,0
3875,5844,0.0,0,194800.0,0,7,18,0,2,4,0
3865,37296,0.0,0,200000.0,0,6,16,2,2,3,1
3859,65365,1.0,65365,753200.0,0,6,17,0,3,1,0
3851,0,1.0,30000,133000.0,0,6,20,0,0,4,2
3850,38840,1.0,39000,378690.0,0,6,22,2,0,4,0
3846,0,0.9,32500,195000.0,1,5,14,0,2,4,2
3827,7000,1.0,5750,110000.0,0,6,19,2,0,0,1
3821,17800,1.0,40000,248000.0,0,7,20,2,2,1,0
3884,124375,1.0,124375,995000.0,0,2,17,0,2,4,2
3815,0,0.9,29847,159770.0,1,1,16,0,2,3,2
3773,71990,1.0,109550,313000.0,0,5,14,0,2,4,0
3766,70833,1.0,73913,850000.0,0,6,19,2,2,4,0
3764,1875,1.0,1875,22500.0,0,1,14,0,2,1,0
3762,0,1.0,5000,50000.0,0,7,9,0,0,3,0
3747,16294,1.0,16293,195520.0,0,7,21,0,0,1,0
3745,0,0.9,20306,1006850.0,2,6,11,0,0,4,0
1544,20000,0.0,0,660000.0,0,6,11,0,2,4,0
4112,65740,1.0,66000,173000.0,0,5,5,0,2,4,0
1947,6525,1.0,6525,65250.0,0,7,16,0,2,1,0
3784,5200,1.0,14800,40000.0,0,6,15,0,0,3,0
3888,0,0.3,14571,84000.0,4,6,15,0,2,3,0
3823,11200,1.0,10920,67200.0,0,2,15,2,3,1,2
3902,43994,0.0,0,102700.0,0,1,14,2,2,4,0
4105,14167,1.0,14167,170000.0,0,6,11,0,2,0,2
4098,2500,1.0,4667,5000.0,0,3,14,0,0,4,0
3895,0,0.9,17303,55000.0,11,2,15,0,3,4,0
4096,84575,1.0,97179,338300.0,0,5,18,0,2,4,0
4076,62096,1.0,65520,402800.0,0,6,19,2,2,4,0
4069,71920,1.0,62000,124000.0,0,6,19,0,2,3,2
4053,1000,1.0,1107,13000.0,0,5,4,2,0,0,2
4031,71496,1.0,89370,714960.0,0,6,11,2,2,0,0
4004,0,0.0,8000,52000.0,1,7,12,2,2,4,0
4002,56609,1.0,56609,124000.0,0,6,10,0,2,3,0
4033,326000,1.0,326000,1385500.0,0,6,18,0,0,4,0
3987,806,0.0,0,51200.0,11,3,1,2,0,4,0
3983,7560,1.0,7269,45000.0,0,6,14,0,0,1,0
3976,67631,1.0,67310,676310.0,0,6,11,2,2,4,2
3973,16667,1.0,33333,200000.0,0,6,20,0,0,3,0
3959,35000,1.0,35000,105000.0,0,6,11,0,0,1,0
3928,73000,1.0,41720,205000.0,0,5,11,0,0,4,0
4001,0,0.9,102000,300600.0,11,6,20,2,0,4,0
3925,18368,1.0,8096,800840.0,0,7,16,2,2,4,0
3915,10000,1.0,6105,51200.0,0,7,20,0,0,3,2
4716,0,0.0,144571,660000.0,6,1,16,0,0,3,0
4705,0,0.1,20865,185000.0,4,5,20,0,2,3,0
4744,0,0.9,3214,90000.0,1,7,20,0,0,3,2
4743,27500,1.0,27500,55000.0,0,2,17,0,2,4,0
4737,0,0.3,103486,376000.0,4,6,19,0,0,3,2
4732,0,0.1,51429,60000.0,4,6,11,0,2,4,2
4733,70583,1.0,70583,192500.0,0,6,4,0,2,3,0
4724,206185,1.0,206184,482236.0,0,5,9,0,2,4,0
4749,0,0.75,3733,112000.0,1,6,1,0,0,4,0
4734,0,0.8,24200,95000.0,1,7,21,0,0,3,2
4756,0,0.4,94940,138240.0,4,5,11,2,0,4,0
4799,439429,1.0,487500,2200000.0,0,6,18,0,0,3,1
4765,10550,1.0,42200,168800.0,0,6,15,0,0,4,0
4766,0,0.9,20045,58800.0,1,5,16,0,2,4,2
4775,0,0.1,2667,2667.0,7,3,14,0,1,4,2
4785,23520,1.0,12600,23520.0,0,2,5,2,2,1,0
4788,80800,1.0,16160,96960.0,0,5,14,0,2,4,0
4791,47360,0.9,105364,94720.0,2,6,19,0,2,4,0
4794,31200,1.0,17368,154000.0,0,6,11,2,2,0,2
4804,0,0.75,5536,19685.0,1,1,11,0,0,3,1
4811,11334,1.0,14736,53664.0,0,5,20,0,2,4,0
4698,0,0.1,22400,48500.0,7,7,14,0,0,3,2
4810,54696,1.0,54912,300000.0,0,4,19,2,2,4,2
4758,0,0.7,18366,35640.0,1,6,11,2,0,4,0
4696,9000,0.9,22857,60000.0,1,1,20,0,0,3,0
4604,83700,1.0,31000,124000.0,0,6,19,0,2,4,0
4692,0,0.15,45714,320000.0,4,6,9,0,2,4,2
4573,0,0.9,32344,45000.0,1,5,19,0,2,4,2
4813,25867,0.75,22171,77600.0,1,6,4,0,2,4,2
4583,0,0.1,49870,240000.0,7,6,9,0,0,3,0
4594,0,0.1,12500,50000.0,8,6,15,0,0,3,1
4603,75523,1.0,80515,644120.0,0,6,20,0,0,4,2
4605,0,0.3,41568,97200.0,4,6,19,2,3,0,1
4610,21667,1.0,31600,50000.0,0,1,9,0,2,4,0
4611,7728,1.0,44946,199160.0,0,5,20,2,2,4,0
4620,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4643,0,0.3,1786,40000.0,4,6,19,0,0,3,0
4644,0,0.3,7333,88000.0,4,3,17,2,2,4,0
4693,29820,1.0,33133,106352.0,0,5,0,0,2,4,0
4646,10000,1.0,10000,40000.0,0,6,19,2,0,3,2
4650,0,0.9,9643,30000.0,1,7,16,0,3,3,0
4651,35000,1.0,26250,35000.0,0,7,20,0,2,3,0
4658,58360,1.0,57600,128000.0,0,7,19,0,0,3,2
4668,11433,1.0,20325,25406.0,0,7,20,0,2,4,0
4669,42552,0.0,0,47280.0,7,6,11,0,0,4,0
4671,12318,0.8,10880,54200.0,1,7,21,0,0,3,2
4675,0,0.3,952,11000.0,4,3,14,0,0,3,0
4677,0,0.9,56066,515000.0,1,5,1,2,0,0,2
4680,0,1.0,3000,18000.0,0,3,4,0,2,3,2
4687,0,0.25,1786,50000.0,8,7,9,0,0,4,0
4689,42347,1.0,43481,158800.0,0,6,19,0,0,3,2
4648,57990,1.0,91695,223040.0,0,5,14,0,2,4,0
4815,0,0.5,28859,41100.0,7,7,1,0,2,4,0
5175,0,0.25,549,50000.0,5,5,15,2,3,4,0
4822,0,0.1,2143,15000.0,7,5,21,0,0,3,2
5032,58722,1.0,58800,219520.0,0,6,18,0,0,4,1
5046,0,0.2,225358,1646093.0,5,7,12,0,0,4,2
5051,0,0.75,48128,250000.0,4,2,13,2,3,1,1
5058,21667,0.9,10929,50000.0,1,6,14,0,2,3,0
5076,0,0.4,30738,96480.0,4,6,11,2,2,4,0
5078,0,0.75,27407,36520.0,7,6,11,0,0,1,0
5086,0,0.9,22056,98000.0,1,6,1,0,3,4,2
5089,20400,1.0,20400,24000.0,0,6,16,0,2,4,2
5103,0,0.9,14564,6400.0,5,2,9,0,2,4,1
5109,16000,0.6,16000,16000.0,1,5,11,2,2,4,2
5117,0,0.9,5131,180900.0,1,5,0,0,0,3,0
5005,0,0.9,5000,5000.0,1,7,16,0,3,3,0
5121,29640,0.0,0,456456.0,2,6,19,2,2,4,0
5143,19992,1.0,39565,138480.0,0,6,4,2,2,4,0
5170,11900,0.1,17778,95200.0,7,2,17,0,3,0,0
5187,72384,0.9,25334,483600.0,1,6,19,2,2,4,0
5192,10500,0.5,8771,153500.0,5,7,16,0,0,4,0
5201,0,0.9,31000,31000.0,1,6,10,0,2,4,0
5202,29000,0.0,0,29000.0,2,6,19,0,0,4,2
5215,0,0.9,5641,62194.0,2,7,20,2,2,4,0
5251,6590,0.0,0,35870.0,10,6,11,2,0,4,0
5463,9444,0.0,0,42048.0,10,5,0,0,2,3,0
5566,51604,0.0,0,66964.0,10,6,4,2,2,4,0
4567,54240,1.0,54240,94920.0,0,7,7,0,0,4,2
5138,0,0.9,9280,9280.0,1,6,18,0,2,4,0
4821,0,0.4,2857,555000.0,4,5,21,2,2,4,2
4997,0,0.1,6786,8500.0,7,3,1,0,0,3,2
4980,400,0.0,0,2800.0,0,5,18,0,0,4,0
4823,0,0.1,78024,565000.0,7,2,9,2,2,4,0
4825,0,1.0,18000,81840.0,0,3,20,2,2,4,0
4826,24250,1.0,21250,48500.0,0,7,1,0,0,3,0
4832,0,0.1,487,282000.0,7,6,11,0,0,1,0
4856,0,0.9,2381,50000.0,11,7,8,0,0,3,0
4880,0,0.9,60000,60000.0,2,5,14,0,3,3,0
4882,27000,1.0,27000,54000.0,0,6,17,0,2,1,0
4890,0,1.0,8914,29712.0,0,5,15,0,2,4,0
4902,7200,1.0,29782,180000.0,2,6,15,2,0,4,2
4903,0,0.8,46400,50000.0,4,6,11,0,2,4,0
4907,23280,0.9,22171,77600.0,1,6,4,0,2,4,0
4981,0,0.3,2649,237120.0,4,5,20,0,2,4,0
4908,14268,1.0,16768,28536.0,0,5,20,0,2,4,0
4911,13800,1.0,13800,27600.0,0,2,17,0,2,4,0
4927,0,0.75,21311,66300.0,7,6,14,0,0,3,0
4936,51000,0.9,26043,204000.0,11,6,9,0,0,4,0
4937,126286,0.0,67143,1148060.0,3,5,9,0,2,4,0
4940,11028,0.9,44280,11028.0,2,6,4,2,2,4,2
4948,0,0.9,12237,44800.0,11,3,1,2,0,4,0
4955,106842,1.0,118714,332400.0,11,6,4,0,0,4,0
4956,0,0.9,10000,10000.0,1,5,14,0,2,3,0
4958,0,0.9,2500,35000.0,1,5,14,0,0,3,0
4968,0,0.75,31360,152880.0,4,6,4,0,0,3,2
4972,16632,1.0,16632,33300.0,0,6,11,2,2,0,2
4910,0,0.9,38333,70000.0,11,6,20,0,3,4,0
4562,1975,1.0,1975,27650.0,0,1,14,0,2,0,0
4621,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4551,0,0.9,18378,21720.0,1,6,18,0,2,4,1
3661,114213,1.0,121242,1442760.0,0,6,11,2,2,0,2
3660,107771,1.0,114272,1318429.0,0,6,11,2,2,0,0
3654,150000,1.0,150000,1250000.0,0,3,5,0,2,4,2
3643,7020,0.0,0,182700.0,0,6,11,2,2,4,2
3642,165008,1.0,175000,1750000.0,0,6,11,2,2,4,2
3639,0,1.0,2000,24000.0,0,3,15,0,1,1,2
3621,42000,1.0,42000,60000.0,0,5,4,0,0,4,0
3619,100760,1.0,101952,515400.0,0,7,20,0,0,4,2
3604,0,0.9,809,10000.0,11,3,14,0,0,1,0
3594,66666,1.0,66666,800000.0,0,6,9,0,0,1,0
3662,86757,1.0,78408,1069596.0,0,6,11,2,2,0,2
3587,52080,1.0,49280,571200.0,0,6,17,2,2,1,0
3583,47360,1.0,48000,568320.0,0,7,11,2,2,4,0
3577,167813,1.0,167813,895000.0,0,2,17,0,2,4,0
3565,0,0.3,23684,75000.0,4,3,19,0,0,4,0
3553,20000,1.0,20000,240000.0,0,5,14,0,3,0,0
3550,4500,1.0,4500,54000.0,0,5,18,0,0,1,0
3548,4224,1.0,4000,24000.0,0,6,11,2,2,4,0
3532,5000,1.0,5000,30000.0,0,2,9,0,2,1,0
3531,15000,1.0,15000,95000.0,0,2,9,0,2,1,0
3530,68580,1.0,70000,700000.0,0,6,19,2,0,4,0
3529,93960,1.0,90000,1140000.0,0,6,19,2,0,4,0
3586,52720,1.0,56320,571200.0,0,6,17,2,2,1,0
3486,30000,1.0,30000,120000.0,0,6,19,0,0,3,0
3663,97277,1.0,102656,1228075.0,0,6,11,2,2,0,2
3670,3080,1.0,3080,20800.0,0,5,16,0,0,4,0
3859,65365,1.0,65365,753200.0,0,6,17,0,3,1,0
3857,0,0.6,81603,550792.0,1,1,11,2,0,4,0
3853,98400,1.0,114800,481600.0,0,6,9,0,0,3,0
3851,15000,0.0,0,133000.0,0,6,20,0,0,4,2
3850,38840,1.0,39000,378690.0,0,6,22,2,0,4,0
3846,48750,0.9,53393,195000.0,1,5,14,0,2,4,2
3835,0,0.75,4821,135000.0,1,6,11,0,0,3,0
3827,7000,1.0,5750,110000.0,0,6,19,2,0,0,1
3823,11200,1.0,11240,67200.0,0,2,15,2,3,1,2
3802,3640,0.6,14504,167320.0,1,5,11,2,2,4,2
3664,17424,1.0,23232,345312.0,0,6,11,2,2,0,0
3784,800,0.0,0,40000.0,0,6,15,0,0,3,0
3766,68370,1.0,73913,850000.0,0,6,19,2,2,4,0
3764,1875,1.0,1875,22500.0,0,1,14,0,2,1,0
3762,5000,1.0,5000,50000.0,0,7,9,0,0,3,0
3747,16293,1.0,16293,195520.0,0,7,21,0,0,1,0
3745,0,1.0,28658,1006850.0,0,6,11,0,0,4,0
3740,36884,1.0,45000,407200.0,0,6,11,2,2,0,0
3707,5544,1.0,5808,102960.0,0,6,11,2,2,0,2
3703,26130,0.0,0,261300.0,0,6,11,2,0,4,0
3679,0,0.9,71198,410000.0,1,6,5,0,0,4,0
3677,321667,1.0,321667,1930000.0,0,6,11,0,0,1,0
3773,125200,1.0,151284,313000.0,0,5,14,0,2,4,0
3865,39072,1.0,39072,200000.0,0,6,16,2,2,3,1
3485,102600,1.0,111264,1404000.0,0,6,19,2,0,3,0
3482,13000,1.0,13000,156000.0,0,6,15,2,0,0,0
2826,10000,1.0,10000,10000.0,0,7,20,0,0,3,0
2762,9735,1.0,48120,272550.0,0,2,9,0,2,4,2
2751,0,1.0,11022,128000.0,0,6,9,0,0,4,0
2687,37620,1.0,68400,342000.0,0,5,14,0,2,4,0
2681,1260,1.0,1050,99000.0,0,5,14,0,2,4,0
2673,92070,1.0,100000,900000.0,0,6,4,0,0,4,2
2639,0,0.9,15670,195000.0,4,5,16,0,0,4,2
2593,18000,1.0,19125,150000.0,0,6,17,0,0,3,0
2587,129360,1.0,129360,1528800.0,0,7,21,0,0,4,2
2345,0,0.1,1939,38000.0,4,1,4,2,0,4,2
2907,2580,1.0,2580,316200.0,0,5,18,0,0,4,0
2307,3750,0.0,0,75000.0,0,5,11,0,0,4,0
2295,107933,1.0,128274,797000.0,0,5,1,0,3,4,0
2294,0,0.9,35169,249550.0,2,3,20,0,0,4,2
2240,42504,1.0,41184,430560.0,0,5,11,2,3,0,2
2170,0,0.9,41071,124600.0,1,5,14,0,0,4,0
2090,25750,1.0,22501,250000.0,0,7,1,0,0,3,0
2086,70890,1.0,55471,393200.0,0,6,15,0,0,4,0
2009,71100,1.0,43889,395000.0,0,6,11,2,0,4,0
1998,0,0.3,14286,150000.0,4,7,15,0,0,3,0
1960,200100,1.0,227080,3575295.0,0,6,9,2,2,3,0
1947,6525,1.0,6525,65250.0,0,7,16,0,2,1,0
2303,24000,1.0,24000,978432.0,0,6,17,0,0,1,2
3484,42440,1.0,42400,490380.0,0,6,22,2,3,1,2
